"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.120672633E1,-1.120120697E0,-1.311273193E-1,9.626032562E0
4.121673933E1,-1.218765564E0,-1.007405090E-1,8.812474365E0
4.122675333E1,-1.157842255E0,-1.371148682E-1,8.942104797E0
4.123676733E1,-1.084345093E0,-2.600093079E-1,9.262738037E0
4.124678133E1,-8.517288208E-1,-3.749702454E-1,9.451944580E0
4.125679433E1,-4.848417664E-1,-5.260061646E-1,9.879605255E0
4.126680833E1,-1.290316772E-1,-9.506730652E-1,1.134460876E1
4.127682233E1,3.064128113E-1,-1.901495819E0,1.175280991E1
4.128683633E1,9.318122864E-1,-1.869163055E0,7.612719269E0
4.129685033E1,7.515870667E-1,-7.728428650E-1,7.083270264E0
4.130686333E1,1.417552185E-1,-7.647596741E-1,1.002839584E1
4.131687733E1,-5.158273315E-1,-1.174906769E0,1.045411057E1
4.132689133E1,-8.649014282E-1,-1.268312531E0,9.309440918E0
4.133690533E1,-9.125024414E-1,-1.242117004E0,8.370892639E0
4.134691933E1,-9.193881226E-1,-1.397493896E0,7.997868347E0
4.135693233E1,-6.480024719E-1,-1.282233582E0,8.620124359E0
4.136694633E1,-2.206411743E-1,-8.605604553E-1,1.025158173E1
4.137696033E1,5.448669434E-2,-5.354365540E-1,1.177421539E1
4.138697433E1,2.082170105E-1,-4.288581848E-1,1.183932999E1
4.139698733E1,4.381388855E-1,-3.664379883E-1,1.130254623E1
4.140700133E1,7.343728638E-1,-2.633024597E-1,1.069510941E1
4.141701533E1,1.001417542E0,-2.728825378E-1,1.022194336E1
4.142702933E1,1.183738403E0,-3.198847961E-1,1.020682480E1
4.143704333E1,1.177601166E0,-1.971400452E-1,1.017060013E1
4.144705633E1,9.574090576E-1,-4.296066284E-2,9.908794556E0
4.145707033E1,7.045848083E-1,-6.466552734E-2,9.686357117E0
4.146708433E1,6.355783081E-1,-2.462379456E-1,9.689799957E0
4.147709833E1,5.703140259E-1,-5.343887329E-1,9.660011902E0
4.148711233E1,4.785548401E-1,-7.045848083E-1,9.748178558E0
4.149712533E1,4.433779907E-1,-6.548881531E-1,9.761201477E0
4.150713933E1,4.993615723E-1,-4.689747620E-1,9.649533691E0
4.151715333E1,6.897656250E-1,-2.466870117E-1,9.722881165E0
4.152716733E1,8.714877319E-1,-8.831634521E-3,9.850266266E0
4.153718033E1,1.020428009E0,1.996847534E-1,9.944270782E0
4.154719433E1,1.113235016E0,2.754272461E-1,9.994715881E0
4.155720833E1,1.032103729E0,1.814227295E-1,9.993368683E0
4.156722233E1,8.184979248E-1,-6.885681152E-2,9.865235138E0
4.157723633E1,6.144721985E-1,-4.439767456E-1,9.881401520E0
4.158724933E1,6.110293579E-1,-5.646258545E-1,9.868378601E0
4.159726333E1,6.976991272E-1,-4.555027771E-1,9.688003693E0
4.160727733E1,7.869136047E-1,-3.112028503E-1,9.534722443E0
4.161729133E1,7.933502197E-1,-1.772314453E-1,9.541458435E0
4.162730533E1,6.890171814E-1,-9.460327148E-2,9.648485870E0
4.163731833E1,5.414241028E-1,-1.487905884E-1,9.909393311E0
4.164733233E1,5.948629761E-1,-3.558100891E-1,1.001252884E1
4.165734633E1,7.304809570E-1,-4.110452271E-1,9.892777863E0
4.166736033E1,7.411088562E-1,-2.487826538E-1,9.736502838E0
4.167737333E1,7.375163269E-1,-2.085163879E-1,9.614506531E0
4.168738733E1,8.246351624E-1,-2.365081787E-1,9.469757538E0
4.169740133E1,8.337661743E-1,-2.360591125E-1,9.523645477E0
4.170741533E1,7.424560547E-1,-2.535726929E-1,9.701026611E0
4.171742933E1,5.980064392E-1,-2.556683350E-1,9.859097900E0
4.172744233E1,5.707630920E-1,-2.339634705E-1,9.959089966E0
4.173745633E1,6.724017334E-1,-1.999841309E-1,9.958790588E0
4.174747033E1,7.479945374E-1,-1.692979431E-1,9.925410004E0
4.175748433E1,7.544311523E-1,-1.826202393E-1,9.973011017E0
4.176749833E1,7.375163269E-1,-2.025288391E-1,9.936486969E0
4.177751133E1,7.512876892E-1,-1.672023010E-1,9.875264282E0
4.178752533E1,7.111711121E-1,-2.850073242E-1,9.964029694E0
4.179753933E1,6.737489319E-1,-4.004173279E-1,1.003348526E1
4.180755333E1,6.930587769E-1,-2.761756897E-1,9.914333038E0
4.181756633E1,6.345304871E-1,-2.293231201E-1,9.705367584E0
4.182758033E1,5.399272156E-1,-2.695893860E-1,9.536668396E0
4.183759433E1,3.679348755E-1,-3.403921509E-1,9.525441742E0
4.184760833E1,2.483335876E-1,-3.782633972E-1,9.659413147E0
4.185762233E1,2.447410583E-1,-3.722758484E-1,9.785600739E0
4.186763533E1,3.573069763E-1,-3.137475586E-1,9.751771088E0
4.187764933E1,4.700225830E-1,-3.185375977E-1,9.577234039E0
4.188766333E1,4.776567078E-1,-3.185375977E-1,9.201814728E0
4.189767733E1,5.495072937E-1,-1.692979431E-1,8.995094604E0
4.190769133E1,5.863307190E-1,-6.900650024E-2,9.141490173E0
4.191770433E1,4.999603271E-1,-4.116439819E-2,9.198671265E0
4.192771833E1,2.939886475E-1,-7.334747314E-3,9.569749603E0
4.193773233E1,2.653981018E-1,3.338058472E-2,1.033840118E1
4.194774633E1,4.574487305E-1,1.639091492E-1,1.072414902E1
4.195775933E1,6.385720825E-1,2.647993469E-1,1.020996826E1
4.196777333E1,6.749464417E-1,1.689985657E-1,9.539362793E0
4.197778733E1,5.538482666E-1,1.031355286E-1,9.455387421E0
4.198780133E1,3.320095825E-1,8.098159790E-2,9.794132996E0
4.199781533E1,3.038681030E-1,-2.724334717E-2,1.019799316E1
4.200782833E1,4.074526978E-1,-1.258882141E-1,1.052940399E1
4.201784233E1,3.830534363E-1,-1.160087585E-1,1.063777863E1
4.202785633E1,1.854643250E-1,-3.921844482E-2,1.050680099E1
4.203787033E1,4.834945679E-2,6.182144165E-2,1.013168106E1
4.204788433E1,-6.661148071E-2,1.101708984E-1,9.896520081E0
4.205789733E1,-1.913021851E-1,4.819976807E-2,9.889185333E0
4.206791133E1,-2.113604736E-1,-9.131011963E-3,9.887239380E0
4.207792533E1,-1.495390320E-1,-6.092330933E-2,9.886191559E0
4.208793933E1,-7.334747314E-3,-1.317260742E-2,9.846823425E0
4.209795233E1,4.565505981E-2,6.227050781E-2,9.803862762E0
4.210797092E1,6.286926270E-3,7.214996338E-2,9.855954437E0
4.211798492E1,-1.212478638E-2,4.460723877E-2,9.834548950E0
4.212799892E1,4.550537109E-2,1.197509766E-2,9.839039612E0
4.213801292E1,1.273851013E-1,-4.490661621E-4,9.882299652E0
4.214802592E1,5.074447632E-2,5.358856201E-2,9.878856812E0
4.215803992E1,6.541397095E-2,5.044509888E-2,9.839788055E0
4.216805392E1,1.477427673E-1,6.271957397E-2,9.853559418E0
4.217806792E1,1.812730408E-1,9.340576172E-2,9.874815216E0
4.218808192E1,1.258882141E-1,6.451583862E-2,9.852511597E0
4.219809492E1,4.685256958E-2,1.481918335E-2,9.819280701E0
4.220810892E1,1.302291870E-2,-3.622467041E-2,9.799521790E0
4.221812292E1,1.945953369E-3,-7.200027466E-2,9.808952179E0
4.222813692E1,-4.640350342E-3,-2.350112915E-2,9.893675995E0
4.223814992E1,7.993377686E-2,-2.320175171E-2,9.894424438E0
4.224816392E1,2.080673218E-1,2.245330811E-2,9.807904358E0
4.225817792E1,2.634521484E-1,1.092727661E-1,9.702074432E0
4.226819192E1,3.317102051E-1,1.068777466E-1,9.848619690E0
4.227820592E1,3.471281433E-1,6.571334839E-2,9.976004791E0
4.228821892E1,1.845661926E-1,-6.271957397E-2,9.918674011E0
4.229823292E1,-4.640350342E-3,-9.205856323E-2,9.802665253E0
4.230824692E1,-1.836680603E-1,-5.224136353E-2,9.799671478E0
4.231826092E1,-3.369493103E-1,-4.505630493E-2,9.839039612E0
4.232827492E1,-4.324507141E-1,-8.756790161E-2,9.840536499E0
4.233828792E1,-3.745211792E-1,-9.669891357E-2,9.817035370E0
4.234830192E1,-1.369651794E-1,5.987548828E-4,9.818681946E0
4.235831592E1,1.100212097E-1,7.963439941E-2,9.887389069E0
4.236832992E1,1.974394226E-1,4.311035156E-2,9.897268524E0
4.237834392E1,1.444496155E-1,-3.233276367E-2,9.861792297E0
4.238835692E1,-1.451980591E-2,-6.137237549E-3,9.841284943E0
4.239837092E1,1.227447510E-2,4.505630493E-2,9.859696655E0
4.240838492E1,6.646179199E-2,1.616638184E-2,9.835596771E0
4.241839892E1,1.496887207E-3,-3.712280273E-2,9.819879456E0
4.242841192E1,-2.739303589E-2,-4.745132446E-2,9.813143463E0
4.243842592E1,1.945953369E-3,-1.511856079E-2,9.832303619E0
4.244843992E1,-3.068618774E-2,-3.742218018E-3,9.838440857E0
4.245845392E1,-3.233276367E-2,-2.380050659E-2,9.844278717E0
4.246846792E1,6.915618896E-2,-2.844085693E-2,9.872719574E0
4.247848092E1,1.380130005E-1,-1.646575928E-2,9.880802765E0
4.248849492E1,7.200027466E-2,2.619552612E-2,9.856253815E0
4.249850892E1,4.490661621E-4,-6.885681152E-3,9.839039612E0
4.250852292E1,4.924758911E-2,-2.544708252E-3,9.806108093E0
4.251853692E1,3.248245239E-2,5.538482666E-3,9.828411713E0
4.252854992E1,-1.017883301E-2,-5.538482666E-3,9.828561401E0
4.253856392E1,7.484436035E-4,-1.960922241E-2,9.828262024E0
4.254857792E1,1.197509766E-2,-1.571731567E-2,9.830207977E0
4.255859192E1,-1.347198486E-3,1.047821045E-2,9.862540741E0
4.256860592E1,-2.634521484E-2,1.272354126E-2,9.859397278E0
4.257861892E1,-5.792953491E-2,9.131011963E-3,9.829908600E0
4.258863292E1,-4.879852295E-2,-1.077758789E-2,9.815239105E0
4.259864692E1,6.586303711E-3,8.232879639E-3,9.841584320E0
4.260866092E1,9.101074219E-2,6.855743408E-2,9.870474243E0
4.261867392E1,1.010398865E-1,8.966354370E-2,9.872120819E0
4.262868792E1,1.152603149E-2,3.652404785E-2,9.847122803E0
4.263870192E1,-2.649490356E-2,-3.173400879E-2,9.829010468E0
4.264871592E1,3.397933960E-2,-4.236190796E-2,9.848170624E0
4.265872992E1,4.490661621E-2,1.601669312E-2,9.862241364E0
4.266874292E1,-1.377136230E-2,4.296066284E-2,9.835147705E0
4.267875692E1,-7.200027466E-2,2.065704346E-2,9.820328522E0
4.268877092E1,-8.517288208E-2,-1.721420288E-2,9.839039612E0
4.269878492E1,-6.466552734E-2,-1.451980591E-2,9.823471985E0
4.270879892E1,1.990859985E-2,1.481918335E-2,9.821226654E0
4.271881192E1,1.399589539E-1,7.783813477E-3,9.854756927E0
4.272882592E1,2.480342102E-1,-1.362167358E-2,9.900711365E0
4.273883992E1,1.115180969E-1,5.987548828E-3,9.896370392E0
4.274885392E1,-7.349716187E-2,2.155517578E-2,9.843081207E0
4.275886692E1,2.649490356E-2,1.152603149E-2,9.844877472E0
4.276888092E1,3.906875610E-2,2.829116821E-2,9.849218445E0
4.277889492E1,-1.287322998E-2,-1.227447510E-2,9.842482452E0
4.278890892E1,-2.200424194E-2,-2.694396973E-2,9.822274475E0
4.279892292E1,-4.191284180E-3,-5.688171387E-3,9.846673737E0
4.280893592E1,-1.811233521E-2,-1.077758789E-2,9.857451324E0
4.281894992E1,-4.790039062E-3,-1.182540894E-2,9.827064514E0
4.282896392E1,1.781295776E-2,3.203338623E-2,9.839338989E0
4.283897792E1,8.921447754E-2,6.795867920E-2,9.871971130E0
4.284899192E1,7.319778442E-2,5.912704468E-2,9.848020935E0
4.285900492E1,-2.694396973E-3,3.442840576E-3,9.828411713E0
4.286901892E1,3.457809448E-2,2.200424194E-2,9.833052063E0
4.287903292E1,5.628295898E-2,4.191284180E-2,9.866133270E0
4.288904692E1,-2.844085693E-3,1.646575928E-2,9.839338989E0
4.289906092E1,-3.622467041E-2,-2.844085693E-3,9.829609222E0
4.290907392E1,-3.607498169E-2,-2.694396973E-3,9.843380585E0
4.291908792E1,1.347198486E-3,1.451980591E-2,9.844129028E0
4.292910192E1,1.646575928E-3,1.062789917E-2,9.836943970E0
4.293911592E1,2.694396973E-2,1.227447510E-2,9.836494904E0
4.294912992E1,1.272354126E-2,2.859054565E-2,9.862540741E0
4.295914292E1,1.347198486E-3,1.930984497E-2,9.827064514E0
4.296915692E1,-2.993774414E-4,1.212478638E-2,9.822274475E0
4.297917092E1,1.227447510E-2,1.811233521E-2,9.846823425E0
4.298918492E1,2.499801636E-2,7.933502197E-3,9.844877472E0
4.299919792E1,2.230361938E-2,5.388793945E-3,9.848769379E0
4.300921192E1,2.065704346E-2,3.203338623E-2,9.859097900E0
4.301922592E1,-1.032852173E-2,1.631607056E-2,9.852511597E0
4.302923992E1,-2.290237427E-2,-7.484436035E-3,9.835596771E0
4.303925392E1,-9.430389404E-3,7.484436035E-4,9.847871246E0
4.304926692E1,4.670288086E-2,1.017883301E-2,9.866582336E0
4.305928092E1,4.340972900E-2,3.248245239E-2,9.862091675E0
4.306929492E1,1.871109009E-2,4.535568237E-2,9.859546967E0
4.307930892E1,3.143463135E-2,1.721420288E-2,9.830507355E0
4.308932292E1,1.796264648E-2,1.167572021E-2,9.851463776E0
4.309933592E1,1.766326904E-2,2.170486450E-2,9.843380585E0
4.310934558E1,3.532653809E-2,1.526824951E-2,9.836045837E0
4.311935958E1,4.400848389E-2,8.382568359E-3,9.807006226E0
4.312937358E1,8.382568359E-3,6.870712280E-2,9.877659302E0
4.313938758E1,-1.612147522E-1,1.092727661E-2,9.822723541E0
4.314940058E1,-3.460803223E-1,-8.292755127E-2,9.771380310E0
4.315941458E1,-4.526586914E-1,-1.210981750E-1,9.822274475E0
4.316942858E1,-2.011816406E-1,-1.437011719E-2,9.927805023E0
4.317944258E1,2.499801636E-1,2.427951050E-1,9.812095642E0
4.318945558E1,4.255650330E-1,3.031196594E-1,9.450298004E0
4.319946958E1,6.481521606E-2,-1.281335449E-1,9.529483337E0
4.320948358E1,-2.993774414E-4,-3.604504395E-1,1.028226791E1
4.321949758E1,1.954934692E-1,-6.122268677E-2,1.033076706E1
4.322951158E1,1.182540894E-2,1.769320679E-1,9.638307037E0
4.323952458E1,-2.242337036E-1,2.784210205E-2,9.867181091E0
4.324953858E1,-2.031275940E-1,-7.035369873E-3,9.872420197E0
4.325955258E1,-1.908531189E-1,1.047821045E-3,9.774523773E0
4.326956658E1,-7.918533325E-2,5.164260864E-2,9.884694672E0
4.327958058E1,6.197113037E-2,1.332229614E-1,9.893975372E0
4.328959358E1,1.184037781E-1,1.321751404E-1,9.883497162E0
4.329960758E1,6.406677246E-2,7.723937988E-2,9.881850586E0
4.330962158E1,1.496887207E-3,2.424957275E-2,9.846374359E0
4.331963558E1,-4.640350342E-2,1.287322998E-2,9.825118561E0
4.332964958E1,-6.002517700E-2,4.266128540E-2,9.834848328E0
4.333966258E1,-7.125183105E-2,3.038681030E-2,9.839638367E0
4.334967658E1,-9.639953613E-2,8.981323242E-3,9.822723541E0
4.335969058E1,-6.212081909E-2,2.230361938E-2,9.840536499E0
4.336970458E1,-6.391708374E-2,1.901046753E-2,9.859247589E0
4.337971758E1,-9.160949707E-2,2.559677124E-2,9.849218445E0
4.338973158E1,-7.214996338E-2,4.086502075E-2,9.844727783E0
4.339974558E1,-2.694396973E-2,2.888992310E-2,9.850415955E0
4.340975958E1,-1.616638184E-2,2.888992310E-2,9.847721558E0
4.341977358E1,-2.499801636E-2,5.837860107E-2,9.842183075E0
4.342978658E1,-2.215393066E-2,3.293151855E-2,9.846823425E0
4.343980058E1,-1.646575928E-2,2.664459229E-2,9.850865021E0
4.344981458E1,-2.020797729E-2,4.819976807E-2,9.852212219E0
4.345982858E1,-2.634521484E-2,3.876937866E-2,9.861642609E0
4.346984258E1,-5.328918457E-2,2.230361938E-2,9.851763153E0
4.347985558E1,-7.544311523E-2,1.392105103E-2,9.834399261E0
4.348986958E1,-1.035845947E-1,-6.735992432E-3,9.808952179E0
4.349988358E1,-1.276844788E-1,-1.287322998E-2,9.827962646E0
4.350989758E1,-2.694396973E-2,4.505630493E-2,9.870773621E0
4.351991158E1,-3.966751099E-2,2.634521484E-2,9.829459534E0
4.352992458E1,-8.666976929E-2,1.377136230E-2,9.821526031E0
4.353993858E1,-7.649093628E-2,3.607498169E-2,9.835147705E0
4.354995258E1,-5.119354248E-2,2.814147949E-2,9.869127045E0
4.355996658E1,-1.332229614E-2,3.906875610E-2,9.861941986E0
4.356998058E1,-1.631607056E-2,3.338058472E-2,9.860295410E0
4.357999358E1,-6.855743408E-2,2.335144043E-2,9.843829651E0
4.359000758E1,-1.691482544E-2,4.041595459E-2,9.840835876E0
4.360002158E1,-4.086502075E-2,1.451980591E-2,9.820178833E0
4.361003558E1,-6.571334839E-2,1.077758789E-2,9.818981323E0
4.362004958E1,-6.361770630E-2,2.874023438E-2,9.852361908E0
4.363006258E1,-7.035369873E-2,3.158432007E-2,9.850116577E0
4.364007658E1,-4.775070190E-2,2.050735474E-2,9.841434631E0
4.365009058E1,-5.328918457E-2,8.083190918E-3,9.834249573E0
4.366010458E1,-2.963836670E-2,3.143463135E-2,9.850415955E0
4.367011758E1,-1.182540894E-2,4.460723877E-2,9.870025177E0
4.368013158E1,-8.098159790E-2,6.735992432E-3,9.840686188E0
4.369014558E1,-2.140548706E-2,-9.729766846E-3,9.829010468E0
4.370015958E1,-2.978805542E-2,-2.050735474E-2,9.845176849E0
4.371017358E1,-1.826202393E-2,-1.110690308E-1,9.893376617E0
4.372018658E1,-7.903564453E-2,-1.826202393E-2,9.680519257E0
4.373020058E1,-2.300715637E-1,8.038284302E-2,9.567504272E0
4.374021458E1,-6.047424316E-2,-1.435514832E-1,1.017958145E1
4.375022858E1,2.115101624E-1,1.360670471E-1,9.686955872E0
4.376024258E1,1.157093811E-1,3.350033569E-1,1.008108627E1
4.377025558E1,-7.274871826E-2,2.005828857E-2,9.888287201E0
4.378026958E1,-6.676116943E-2,-4.326004028E-2,9.792187042E0
4.379028358E1,3.532653809E-2,7.304809570E-2,9.891430664E0
4.380029758E1,-4.116439819E-2,-1.586700439E-2,9.843081207E0
4.381031158E1,8.382568359E-3,2.484832764E-2,9.843530273E0
4.382032458E1,-2.754272461E-2,9.729766846E-3,9.854607239E0
4.383033858E1,-8.831634521E-3,2.230361938E-2,9.854607239E0
4.384035258E1,-1.272354126E-2,2.350112915E-2,9.851463776E0
4.385036658E1,-5.089416504E-3,1.975891113E-2,9.846973114E0
4.386038058E1,-4.939727783E-3,2.080673218E-2,9.843679962E0
4.387039358E1,-8.532257080E-3,1.871109009E-2,9.848619690E0
4.388040758E1,-1.242416382E-2,1.437011719E-2,9.836345215E0
4.389042158E1,-1.302291870E-2,1.721420288E-2,9.837692413E0
4.390043558E1,-8.532257080E-3,1.392105103E-2,9.835147705E0
4.391044958E1,-2.095642090E-2,1.766326904E-2,9.846224670E0
4.392046258E1,-2.080673218E-2,2.320175171E-2,9.850715332E0
4.393047658E1,-1.556762695E-2,2.050735474E-2,9.840087433E0
4.394049058E1,-8.083190918E-3,1.511856079E-2,9.845326538E0
4.395050458E1,-1.212478638E-2,1.541793823E-2,9.838291168E0
4.396051758E1,-9.580078125E-3,1.990859985E-2,9.843081207E0
4.397053158E1,-1.451980591E-2,1.556762695E-2,9.847871246E0
4.398054558E1,-1.212478638E-2,1.047821045E-2,9.842632141E0
4.399055958E1,-1.796264648E-2,1.257385254E-2,9.834848328E0
4.400057358E1,-6.885681152E-3,1.871109009E-2,9.836494904E0
4.401058658E1,-5.538482666E-3,1.811233521E-2,9.836794281E0
4.402060058E1,-1.212478638E-2,1.930984497E-2,9.848320312E0
4.403061458E1,-7.783813477E-3,2.230361938E-2,9.853409729E0
4.404062858E1,-1.257385254E-2,2.619552612E-2,9.839788055E0
4.405064258E1,-1.122665405E-2,1.601669312E-2,9.849966888E0
4.406065558E1,-1.496887207E-2,1.871109009E-2,9.842632141E0
4.407066958E1,-1.002914429E-2,1.990859985E-2,9.833201752E0
4.408068358E1,-7.035369873E-3,1.990859985E-2,9.844129028E0
4.409069758E1,-1.631607056E-2,1.481918335E-2,9.848020935E0
4.410071158E1,-1.377136230E-2,1.960922241E-2,9.852361908E0
4.411072879E1,-1.601669312E-2,1.362167358E-2,9.854008484E0
4.412074279E1,-9.280700684E-3,1.826202393E-2,9.840985565E0
4.413075679E1,-1.137634277E-2,1.871109009E-2,9.847422180E0
4.414077079E1,-1.272354126E-2,1.901046753E-2,9.840386810E0
4.415078479E1,-1.197509766E-2,2.170486450E-2,9.833650818E0
4.416079779E1,-1.302291870E-2,1.616638184E-2,9.841734009E0
4.417081179E1,-8.232879639E-3,1.586700439E-2,9.842632141E0
4.418082579E1,-8.382568359E-3,3.218307495E-2,9.854307861E0
4.419083979E1,-1.077758789E-2,1.541793823E-2,9.852810974E0
4.420085379E1,-1.077758789E-2,1.901046753E-2,9.851314087E0
4.421086679E1,-1.137634277E-2,1.736389160E-2,9.852511597E0
4.422088079E1,-7.334747314E-3,1.841171265E-2,9.835447083E0
4.423089479E1,-1.092727661E-2,2.005828857E-2,9.835147705E0
4.424090879E1,-7.783813477E-3,1.451980591E-2,9.843230896E0
4.425092279E1,-1.526824951E-2,2.709365845E-2,9.841734009E0
4.426093579E1,-1.212478638E-2,2.679428101E-2,9.849068756E0
4.427094979E1,-1.990859985E-2,2.125579834E-2,9.842632141E0
4.428096379E1,-4.340972900E-3,2.005828857E-2,9.839788055E0
4.429097779E1,-3.742218018E-3,2.709365845E-2,9.840985565E0
4.430099179E1,-1.197509766E-2,2.754272461E-2,9.837542725E0
4.431100479E1,-1.317260742E-2,2.679428101E-2,9.835147705E0
4.432101879E1,-1.107696533E-2,1.347198486E-2,9.851314087E0
4.433103279E1,-8.981323242E-3,1.437011719E-2,9.855205994E0
4.434104679E1,-1.137634277E-2,2.499801636E-2,9.847122803E0
4.435105979E1,-4.939727783E-3,1.811233521E-2,9.853260040E0
4.436107379E1,-5.239105225E-3,1.736389160E-2,9.842781830E0
4.437108779E1,-1.242416382E-2,1.347198486E-2,9.837692413E0
4.438110179E1,-1.631607056E-2,9.430389404E-3,9.840237122E0
4.439111579E1,-1.122665405E-2,1.541793823E-2,9.843530273E0
4.440112879E1,-1.466949463E-2,2.185455322E-2,9.839788055E0
4.441114279E1,-1.661544800E-2,2.664459229E-2,9.859546967E0
4.442115679E1,-1.122665405E-2,2.514770508E-2,9.852661285E0
4.443117079E1,-1.871109009E-2,2.754272461E-2,9.836943970E0
4.444118479E1,-1.541793823E-2,1.511856079E-2,9.837842102E0
4.445119779E1,-1.167572021E-2,1.302291870E-2,9.843380585E0
4.446121179E1,-9.580078125E-3,1.990859985E-2,9.836644592E0
4.447122579E1,-1.122665405E-2,2.185455322E-2,9.845476227E0
4.448123979E1,-1.377136230E-2,2.050735474E-2,9.849218445E0
4.449125379E1,-4.640350342E-3,1.526824951E-2,9.857451324E0
4.450126679E1,-1.287322998E-2,1.107696533E-2,9.854756927E0
4.451128079E1,-8.083190918E-3,2.514770508E-2,9.848170624E0
4.452129479E1,-9.879455566E-3,2.170486450E-2,9.839638367E0
4.453130879E1,-1.631607056E-2,2.529739380E-2,9.839937744E0
4.454132279E1,-1.332229614E-2,1.496887207E-2,9.850116577E0
4.455133579E1,-1.586700439E-2,1.601669312E-2,9.849368134E0
4.456134979E1,-4.939727783E-3,2.454895020E-2,9.850715332E0
4.457136379E1,-1.017883301E-2,1.916015625E-2,9.851164398E0
4.458137779E1,-1.257385254E-2,1.901046753E-2,9.843679962E0
4.459139179E1,-1.092727661E-2,8.532257080E-3,9.848470001E0
4.460140479E1,-1.347198486E-2,1.347198486E-2,9.851014709E0
4.461141879E1,-1.017883301E-2,2.380050659E-2,9.847272491E0
4.462143279E1,-9.430389404E-3,2.245330811E-2,9.838590546E0
4.463144679E1,-8.232879639E-3,1.586700439E-2,9.849667511E0
4.464146079E1,-1.182540894E-2,1.167572021E-2,9.852661285E0
4.465147379E1,-6.885681152E-3,1.586700439E-2,9.848170624E0
4.466148779E1,-1.197509766E-2,1.781295776E-2,9.852212219E0
4.467150179E1,-1.392105103E-2,1.661544800E-2,9.834998016E0
4.468151579E1,-5.987548828E-3,2.245330811E-2,9.844428406E0
4.469152979E1,-3.891906738E-3,1.945953369E-2,9.848919067E0
4.470154279E1,-1.272354126E-2,1.272354126E-2,9.851314087E0
4.471155679E1,-1.407073975E-2,1.841171265E-2,9.852062531E0
4.472157079E1,-8.681945801E-3,1.721420288E-2,9.841284943E0
4.473158479E1,-7.334747314E-3,2.170486450E-2,9.842931519E0
4.474159879E1,-7.933502197E-3,2.589614868E-2,9.843829651E0
4.475161179E1,-5.987548828E-3,1.586700439E-2,9.844129028E0
4.476162579E1,-1.377136230E-2,1.691482544E-2,9.840386810E0
4.477163979E1,-1.526824951E-2,2.020797729E-2,9.844129028E0
4.478165379E1,-1.661544800E-2,2.260299683E-2,9.847721558E0
4.479166779E1,-1.197509766E-2,1.871109009E-2,9.849817200E0
4.480168079E1,-1.422042847E-2,2.409988403E-2,9.847871246E0
4.481169479E1,-4.490661621E-3,2.005828857E-2,9.848320312E0
4.482170879E1,-5.688171387E-3,1.781295776E-2,9.840835876E0
4.483172279E1,-3.293151855E-3,2.380050659E-2,9.843530273E0
4.484173579E1,-1.152603149E-2,1.571731567E-2,9.844578094E0
4.485174979E1,-1.676513672E-2,1.167572021E-2,9.845775604E0
4.486176379E1,-1.511856079E-2,2.559677124E-2,9.841584320E0
4.487177779E1,-1.197509766E-2,1.990859985E-2,9.845925293E0
4.488179179E1,-5.837860107E-3,1.781295776E-2,9.840087433E0
4.489180479E1,-1.347198486E-2,1.721420288E-2,9.846673737E0
4.490181879E1,-7.185058594E-3,2.095642090E-2,9.847721558E0
4.491183279E1,-3.442840576E-3,1.601669312E-2,9.846973114E0
4.492184679E1,-7.933502197E-3,2.275268555E-2,9.846224670E0
4.493186079E1,-1.182540894E-2,1.377136230E-2,9.845027161E0
4.494187379E1,-1.077758789E-2,1.766326904E-2,9.835896149E0
4.495188779E1,-5.538482666E-3,2.290237427E-2,9.838141479E0
4.496190179E1,-7.933502197E-3,1.616638184E-2,9.852661285E0
4.497191579E1,-8.831634521E-3,1.152603149E-2,9.848470001E0
4.498192979E1,-1.302291870E-2,1.930984497E-2,9.848919067E0
4.499194279E1,-4.640350342E-3,2.020797729E-2,9.847871246E0
4.500195679E1,-7.933502197E-3,1.781295776E-2,9.843081207E0
4.501197079E1,-9.879455566E-3,2.245330811E-2,9.847871246E0
4.502198479E1,-5.538482666E-3,2.065704346E-2,9.840536499E0
4.503199879E1,-7.783813477E-3,2.140548706E-2,9.843829651E0
4.504201179E1,-7.484436035E-3,2.080673218E-2,9.845326538E0
4.505202579E1,-1.526824951E-2,2.395019531E-2,9.839338989E0
4.506203979E1,-1.706451416E-2,2.065704346E-2,9.840237122E0
4.507205379E1,-3.891906738E-3,1.706451416E-2,9.848170624E0
4.508206779E1,-1.571731567E-2,1.975891113E-2,9.844877472E0
4.509208079E1,-1.257385254E-2,2.365081787E-2,9.848619690E0
4.510209479E1,-1.541793823E-2,1.990859985E-2,9.844428406E0
4.511210429E1,-1.227447510E-2,2.918930054E-2,9.835596771E0
4.512211829E1,-5.089416504E-3,2.484832764E-2,9.844129028E0
4.513213229E1,-1.017883301E-2,1.541793823E-2,9.843380585E0
4.514214529E1,-7.634124756E-3,2.230361938E-2,9.838440857E0
4.515215929E1,-3.742218018E-3,2.514770508E-2,9.844727783E0
4.516217329E1,-1.212478638E-2,2.529739380E-2,9.845625916E0
4.517218729E1,-8.382568359E-3,1.945953369E-2,9.843679962E0
4.518220129E1,-1.257385254E-2,1.856140137E-2,9.845027161E0
4.519221429E1,-1.122665405E-2,2.140548706E-2,9.834848328E0
4.520222829E1,-6.137237549E-3,2.155517578E-2,9.844727783E0
