"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.652528696E1,7.146649957E-1,-4.326206148E-1,-1.062066317E0
3.653529996E1,7.116385698E-1,-2.946909964E-1,-1.171764374E0
3.654531396E1,6.866618395E-1,-1.855171174E-1,-1.200207114E0
3.655532796E1,6.580618620E-1,-7.644043118E-2,-1.136895180E0
3.656534196E1,6.248345375E-1,1.889597252E-2,-9.955312014E-1
3.657535496E1,5.764861703E-1,1.039538831E-1,-8.003102541E-1
3.658536896E1,5.015292168E-1,1.316836178E-1,-5.776705742E-1
3.659538296E1,3.879246116E-1,7.184638083E-2,-3.562977314E-1
3.660539696E1,2.670725286E-1,-3.688071296E-2,-1.587449610E-1
3.661541096E1,1.326486617E-1,-1.413194984E-1,6.249589846E-3
3.662542396E1,-8.832588792E-4,-1.957423240E-1,7.198891789E-2
3.663543796E1,-1.278332174E-1,-1.948533505E-1,3.628072143E-2
3.664545196E1,-2.252869457E-1,-1.070151255E-1,-5.766760558E-2
3.665546596E1,-2.973555326E-1,9.697372094E-3,-1.599878520E-1
3.666547896E1,-3.632602394E-1,7.725297660E-2,-2.082408667E-1
3.667549296E1,-4.189970195E-1,1.232044995E-1,-2.005986571E-1
3.668550696E1,-4.499837756E-1,7.955230772E-2,-1.767774969E-1
3.669552096E1,-4.590710402E-1,-3.699708264E-3,-1.469644755E-1
3.670553396E1,-4.353869855E-1,-4.988678172E-2,-1.079654694E-1
3.671554796E1,-3.876727521E-1,-7.500891387E-2,-6.561881304E-2
3.672556196E1,-3.212606609E-1,-5.784982070E-2,-3.862016648E-2
3.673557596E1,-2.306455374E-1,8.712694049E-3,-2.322070301E-2
3.674558996E1,-1.365682632E-1,7.142545283E-2,-9.308595210E-3
3.675560296E1,-5.197880790E-2,1.018318236E-1,9.684003890E-3
3.676561696E1,1.842131093E-2,1.074583903E-1,2.527305484E-2
3.677563096E1,6.643597782E-2,9.316280484E-2,2.308260649E-2
3.678564496E1,8.765918761E-2,8.030110598E-2,1.099034213E-3
3.679565796E1,7.854770869E-2,4.976263642E-2,-2.537198737E-2
3.680567196E1,3.994232789E-2,-2.763701137E-3,-4.258750752E-2
3.681568596E1,-9.409508668E-3,-2.902353555E-2,-3.853417560E-2
3.682569996E1,-6.214816123E-2,-1.136452984E-2,-3.064108267E-2
3.683571296E1,-1.129207909E-1,1.251150761E-2,-3.211753815E-2
3.684572696E1,-1.575926244E-1,3.343615308E-2,-4.301251844E-2
3.685574096E1,-1.924147904E-1,5.196535960E-2,-5.004272982E-2
3.686575496E1,-2.204779983E-1,5.156507343E-2,-3.876503184E-2
3.687576896E1,-2.339072526E-1,2.807918936E-2,-1.828851923E-2
3.688578196E1,-2.182329148E-1,2.293550223E-2,-8.970126510E-3
3.689579596E1,-1.803827286E-1,2.439837717E-2,-1.132488251E-6
3.690580996E1,-1.340237558E-1,1.535324007E-2,-9.779747576E-3
3.691582396E1,-9.469631314E-2,-3.001533449E-3,-1.675616391E-2
3.692583696E1,-7.466116548E-2,-3.598573431E-2,-2.051014081E-2
3.693585096E1,-7.281186432E-2,-7.238794863E-2,-1.411349513E-2
3.694586496E1,-9.195633233E-2,-8.735397458E-2,-1.450498495E-2
3.695587896E1,-1.268695742E-1,-4.683797434E-2,-2.526948228E-2
3.696589196E1,-1.603934318E-1,3.453214839E-2,-2.837523073E-2
3.697590596E1,-1.885134876E-1,1.259483546E-1,-2.592299134E-2
3.698591996E1,-2.009423226E-1,1.949926764E-1,-1.990239136E-2
3.699593396E1,-1.959441006E-1,2.333624363E-1,-2.530141734E-2
3.700594796E1,-1.684171110E-1,2.060632110E-1,-3.149623796E-2
3.701596096E1,-1.245338023E-1,1.323557049E-1,-3.027011827E-2
3.702597496E1,-6.794147938E-2,3.372745588E-2,-2.512669004E-2
3.703598896E1,-6.809151266E-3,-7.859535515E-2,-1.993246004E-2
3.704600296E1,4.914125055E-2,-1.769700497E-1,-1.907925680E-2
3.705601596E1,1.005961895E-1,-2.127847821E-1,-1.642461494E-2
3.706602996E1,1.360685676E-1,-2.120410651E-1,-1.104764827E-2
3.707604396E1,1.359119713E-1,-2.158437967E-1,5.786191672E-3
3.708605796E1,1.080435961E-1,-2.477679104E-1,1.086750254E-2
3.709607096E1,5.382235721E-2,-2.684829235E-1,1.443535276E-2
3.710608854E1,-8.208815940E-3,-2.685819268E-1,8.671995252E-3
3.711610254E1,-5.718328431E-2,-2.386487722E-1,-5.618259776E-3
3.712611654E1,-8.223742992E-2,-1.605168134E-1,-3.676074743E-2
3.713613054E1,-9.510982037E-2,1.512372121E-2,-7.559522986E-2
3.714614354E1,-1.159396842E-1,2.478920817E-1,-5.432241037E-2
3.715615754E1,-1.449300498E-1,4.930928051E-1,-8.949600160E-3
3.716617154E1,-1.547929049E-1,6.726656556E-1,-4.944402725E-2
3.717618554E1,-1.512125582E-1,7.158554792E-1,-1.291601658E-1
3.718619854E1,-1.767583340E-1,6.225332022E-1,-1.650361568E-1
3.719621254E1,-2.411919236E-1,3.364620507E-1,-1.425635964E-1
3.720622654E1,-3.306941092E-1,2.847361378E-2,-7.269824296E-2
3.721624054E1,-4.290534556E-1,-2.719402909E-1,-4.366321955E-3
3.722625354E1,-5.230792165E-1,-5.511233211E-1,5.326180533E-2
3.723626754E1,-5.763503909E-1,-8.157781363E-1,9.850838035E-2
3.724628154E1,-5.855919719E-1,-1.026741266E0,1.440924108E-1
3.725629554E1,-5.506582260E-1,-1.098132133E0,1.982999891E-1
3.726630954E1,-5.130122304E-1,-1.020456195E0,2.304411530E-1
3.727632254E1,-4.621114731E-1,-8.661352992E-1,2.351410985E-1
3.728633654E1,-3.902783096E-1,-7.557835579E-1,2.192054689E-1
3.729635054E1,-3.096042275E-1,-7.098829150E-1,1.928257942E-1
3.730636454E1,-2.110144049E-1,-7.360613942E-1,1.680733562E-1
3.731637754E1,-1.025675684E-1,-7.821226120E-1,1.905413866E-1
3.732639154E1,2.665982395E-2,-7.538268566E-1,2.908019423E-1
3.733640554E1,1.825309098E-1,-6.183286905E-1,4.170064926E-1
3.734641954E1,3.793385923E-1,-3.298000097E-1,5.033647418E-1
3.735643254E1,5.781499743E-1,1.506568640E-1,5.135353804E-1
3.736644654E1,7.669402361E-1,7.846686840E-1,4.464993477E-1
3.737646054E1,9.732747674E-1,1.282157183E0,3.077896535E-1
3.738647454E1,1.256372809E0,1.435422182E0,1.822139472E-1
3.739648854E1,1.642417669E0,1.447625041E0,9.134262800E-2
3.740650154E1,1.967305779E0,1.327576876E0,-2.927616611E-2
3.741651554E1,2.061557531E0,1.917610645E0,-1.570346504E-1
3.742652954E1,1.860677123E0,2.148801088E0,-3.784549534E-1
3.743654354E1,1.359371424E0,1.992976427E0,-6.131319404E-1
3.744655654E1,6.767005920E-1,2.046698809E0,-6.904933453E-1
3.745657054E1,1.316404492E-1,1.880680203E0,-5.947063565E-1
3.746658454E1,-1.374787390E-1,1.601977348E0,-4.129069746E-1
3.747659854E1,-2.300161272E-1,1.340999603E0,-2.374006659E-1
3.748661254E1,-2.826299667E-1,1.073253393E0,-1.250685304E-1
3.749662554E1,-3.579422832E-1,5.287626982E-1,-6.444619596E-2
3.750663954E1,-4.133776128E-1,5.859221891E-2,-1.804457046E-2
3.751665354E1,-4.238733947E-1,-2.284366190E-1,6.337705255E-2
3.752666754E1,-3.691160083E-1,-4.710668623E-1,1.668544561E-1
3.753668054E1,-2.738342285E-1,-6.980493665E-1,2.457410097E-1
3.754669454E1,-1.793023348E-1,-8.783977628E-1,3.039779365E-1
3.755670854E1,-1.298937649E-1,-9.735783339E-1,3.475137055E-1
3.756672254E1,-1.187866032E-1,-1.011839032E0,3.604276478E-1
3.757673554E1,-1.246623322E-1,-1.035792589E0,3.221002519E-1
3.758674954E1,-1.420913339E-1,-1.032804251E0,2.299819887E-1
3.759676354E1,-1.657101065E-1,-9.891191125E-1,1.257107109E-1
3.760677754E1,-1.776126325E-1,-9.471819401E-1,2.294627950E-2
3.761679154E1,-1.652595699E-1,-8.682160378E-1,-5.492401868E-2
3.762680454E1,-1.446895599E-1,-7.548357844E-1,-1.045610532E-1
3.763681854E1,-9.626503289E-2,-6.578767300E-1,-1.357887536E-1
3.764683254E1,-1.590195298E-2,-5.755398870E-1,-1.399470419E-1
3.765684654E1,8.315911889E-2,-4.725825787E-1,-1.350356489E-1
3.766685954E1,1.641360074E-1,-3.488434255E-1,-1.328363717E-1
3.767687354E1,2.185561061E-1,-2.028747499E-1,-1.464155763E-1
3.768688754E1,2.120298147E-1,-3.308896348E-2,-1.605455130E-1
3.769690154E1,1.297290772E-1,1.543807983E-1,-1.652119160E-1
3.770691454E1,-7.677667309E-3,3.269547820E-1,-1.744839996E-1
3.771692854E1,-1.575249434E-1,4.077010155E-1,-1.728229821E-1
3.772694254E1,-2.449652702E-1,4.099768102E-1,-1.410093606E-1
3.773695654E1,-2.650795877E-1,3.978588879E-1,-8.880236000E-2
3.774697054E1,-2.514682114E-1,4.040944874E-1,-3.790535405E-2
3.775698354E1,-2.240011692E-1,4.367594719E-1,-1.153463032E-3
3.776699754E1,-1.799535304E-1,4.807322919E-1,1.148426346E-2
3.777701154E1,-1.045985818E-1,4.786473215E-1,1.249626465E-2
3.778702554E1,-4.019828513E-3,4.388802648E-1,2.329168282E-2
3.779703854E1,1.038392633E-1,3.801437020E-1,2.818151191E-2
3.780705254E1,1.926563829E-1,3.117735982E-1,2.368316986E-2
3.781706654E1,2.499843687E-1,2.506202459E-1,2.673541754E-2
3.782708054E1,2.560788691E-1,1.783108711E-1,2.997197956E-2
3.783709354E1,2.124483138E-1,7.935819030E-2,4.577464610E-2
3.784710754E1,1.479929984E-1,4.383902997E-3,7.054948807E-2
3.785712154E1,7.678060234E-2,-2.096300013E-2,1.013739780E-1
3.786713554E1,4.161611199E-2,-3.536481038E-2,1.442694813E-1
3.787714954E1,4.369391128E-2,-2.665014751E-2,1.844488531E-1
3.788716254E1,8.067040890E-2,-3.086905926E-2,2.136930376E-1
3.789717654E1,1.449353993E-1,-5.786712095E-2,2.305798680E-1
3.790719054E1,2.243696749E-1,-1.039430723E-1,2.548697591E-1
3.791720454E1,3.077133298E-1,-2.065679878E-1,2.743041813E-1
3.792721754E1,3.783941567E-1,-3.524195254E-1,2.990617454E-1
3.793723154E1,4.145798385E-1,-5.021554828E-1,3.127887249E-1
3.794724554E1,4.212270975E-1,-6.367524862E-1,3.141336739E-1
3.795725954E1,4.039495885E-1,-7.389099598E-1,2.909183502E-1
3.796727254E1,3.851678371E-1,-8.491033912E-1,2.555837333E-1
3.797728654E1,3.812029064E-1,-9.995810390E-1,2.145692110E-1
3.798730054E1,3.695601225E-1,-1.190500736E0,1.718159020E-1
3.799731454E1,3.532945812E-1,-1.440579891E0,1.284684241E-1
3.800732854E1,3.315733671E-1,-1.698021889E0,1.033382714E-1
3.801734154E1,3.105881810E-1,-1.952359796E0,9.915205091E-2
3.802735554E1,2.986657619E-1,-2.189913273E0,1.156199947E-1
3.803736954E1,3.253375888E-1,-2.423584223E0,1.332775503E-1
3.804738354E1,4.007619023E-1,-2.655609131E0,1.453083605E-1
3.805739654E1,5.104249716E-1,-2.886462450E0,1.480136067E-1
3.806741054E1,6.012056470E-1,-3.031123400E0,1.056711823E-1
3.807742454E1,7.095140219E-1,-3.125725985E0,4.325253889E-2
3.808743854E1,8.209755421E-1,-3.167229176E0,-2.660563961E-2
3.809745254E1,8.965190053E-1,-3.173648119E0,-1.287047863E-1
3.810746204E1,9.217323661E-1,-3.166188955E0,-2.317470014E-1
3.811747604E1,8.863930106E-1,-3.091861486E0,-2.933632433E-1
3.812749004E1,7.635111809E-1,-2.942958832E0,-3.234423399E-1
3.813750404E1,5.830237269E-1,-2.786457062E0,-3.282868862E-1
3.814751704E1,4.006648362E-1,-2.741056919E0,-3.182104826E-1
3.815753104E1,2.659682930E-1,-2.856100798E0,-2.965978682E-1
3.816754504E1,2.047957331E-1,-3.045947075E0,-2.904843986E-1
3.817755904E1,1.865410954E-1,-3.237768173E0,-3.054348528E-1
3.818757304E1,1.581860036E-1,-3.375251532E0,-3.158227801E-1
3.819758604E1,9.360888600E-2,-3.479664087E0,-2.930053473E-1
3.820760004E1,-3.669051919E-3,-3.562483788E0,-2.402709872E-1
3.821761404E1,-1.367812902E-1,-3.594242811E0,-1.907497793E-1
3.822762804E1,-3.078998327E-1,-3.599177122E0,-1.560834050E-1
3.823764104E1,-4.757303596E-1,-3.558972597E0,-1.667744070E-1
3.824765504E1,-5.983505845E-1,-3.404561043E0,-2.176578343E-1
3.825766904E1,-6.767079830E-1,-3.239144087E0,-3.122839332E-1
3.826768304E1,-7.292464972E-1,-3.068717480E0,-4.192127883E-1
3.827769604E1,-7.435575724E-1,-2.887385845E0,-4.968593717E-1
3.828771004E1,-7.123363614E-1,-2.739443541E0,-5.193449855E-1
3.829772404E1,-6.452625394E-1,-2.579823494E0,-4.972029626E-1
3.830773804E1,-5.539852977E-1,-2.403561592E0,-4.348154366E-1
3.831775204E1,-4.462138414E-1,-2.236366272E0,-3.592053652E-1
3.832776504E1,-3.677621484E-1,-2.033538818E0,-2.971585691E-1
3.833777904E1,-3.113904893E-1,-1.756843328E0,-2.388539761E-1
3.834779304E1,-2.608217597E-1,-1.408133984E0,-1.847518235E-1
3.835780704E1,-2.196463943E-1,-1.046311617E0,-1.348018348E-1
3.836782004E1,-1.762552857E-1,-6.889635921E-1,-9.294410050E-2
3.837783404E1,-1.242943481E-1,-3.789111972E-1,-6.567360461E-2
3.838784804E1,-6.141954660E-2,-1.524315625E-1,-4.968802631E-2
3.839786204E1,-8.527037688E-3,-1.770676672E-2,-4.220826924E-2
3.840787604E1,3.792835772E-2,4.915418476E-2,-2.922665700E-2
3.841788904E1,6.739863008E-2,8.644696325E-2,2.927017864E-3
3.842790304E1,7.966396958E-2,1.419994682E-1,5.418724567E-2
3.843791704E1,8.469441533E-2,2.300733924E-1,1.199279055E-1
3.844793104E1,8.056791872E-2,3.468275964E-1,1.978898048E-1
3.845794404E1,5.858911574E-2,4.911301732E-1,2.688404024E-1
3.846795804E1,3.792734444E-2,6.584914923E-1,3.247308433E-1
3.847797204E1,2.993652970E-2,8.470124006E-1,3.649592400E-1
3.848798604E1,4.522372782E-2,1.041189551E0,3.868895173E-1
3.849799904E1,8.692217618E-2,1.210813403E0,4.073806703E-1
3.850801304E1,1.465696245E-1,1.346145511E0,4.418202341E-1
3.851802704E1,2.065511942E-1,1.450215697E0,5.033627152E-1
3.852804104E1,2.471391410E-1,1.506872654E0,5.617287755E-1
3.853805504E1,2.716279626E-1,1.558556795E0,6.050235033E-1
3.854806804E1,2.805054188E-1,1.637050390E0,6.147952080E-1
3.855808204E1,2.662833333E-1,1.707734108E0,5.886405706E-1
3.856809604E1,2.449353188E-1,1.788087368E0,5.355845094E-1
3.857811004E1,2.305907309E-1,1.870820284E0,4.814230204E-1
3.858812304E1,2.539504766E-1,1.950594425E0,4.474538863E-1
3.859813704E1,2.787956595E-1,2.045142174E0,4.358597994E-1
3.860815104E1,3.007242680E-1,2.133301258E0,4.268863201E-1
3.861816504E1,3.250839412E-1,2.273048162E0,4.184531569E-1
3.862817804E1,3.485503793E-1,2.447144032E0,4.056283832E-1
3.863819204E1,3.950246871E-1,2.596522331E0,3.746651411E-1
3.864820604E1,4.438975155E-1,2.799574375E0,3.169326186E-1
3.865822004E1,4.893180132E-1,3.026931763E0,2.544764280E-1
3.866823404E1,5.018172264E-1,3.252564669E0,2.121446878E-1
3.867824704E1,4.527186453E-1,3.398627758E0,2.177319974E-1
3.868826104E1,3.300630450E-1,3.469840527E0,2.617194057E-1
3.869827504E1,1.574848592E-1,3.480108738E0,3.173461854E-1
3.870828904E1,-2.762158588E-2,3.466456413E0,3.713844121E-1
3.871830204E1,-2.085474283E-1,3.508528471E0,4.188267589E-1
3.872831604E1,-3.796035349E-1,3.603310347E0,4.580356777E-1
3.873833004E1,-5.368147492E-1,3.699163198E0,4.485833049E-1
3.874834404E1,-6.564612389E-1,3.768540144E0,3.924500346E-1
3.875835804E1,-7.226395011E-1,3.804923773E0,3.025981784E-1
3.876837104E1,-7.231353521E-1,3.813041210E0,2.032198757E-1
3.877838504E1,-6.778560281E-1,3.729254961E0,1.252859235E-1
3.878839904E1,-6.079328656E-1,3.629034281E0,9.588168561E-2
3.879841304E1,-5.160276890E-1,3.521456242E0,8.556620032E-2
3.880842604E1,-4.167787433E-1,3.411501646E0,1.048807576E-1
3.881844004E1,-3.094243407E-1,3.310968876E0,1.362919509E-1
3.882845404E1,-2.298706621E-1,3.202693224E0,1.677061170E-1
3.883846804E1,-1.574065834E-1,3.090211153E0,1.902740002E-1
3.884848204E1,-9.485210478E-2,2.992159128E0,2.041951120E-1
3.885849504E1,-3.863810748E-2,2.911830187E0,1.989561468E-1
3.886850904E1,3.234712780E-2,2.829146862E0,1.702011824E-1
3.887852304E1,1.025262177E-1,2.746135712E0,1.311989278E-1
3.888853704E1,1.721784770E-1,2.684570551E0,1.010799333E-1
3.889855004E1,2.143866569E-1,2.680173397E0,8.606875688E-2
3.890856404E1,2.197580636E-1,2.707245588E0,7.449357212E-2
3.891857804E1,1.942415237E-1,2.772328138E0,7.417613268E-2
3.892859204E1,1.399198622E-1,2.828955173E0,7.785931230E-2
3.893860504E1,7.891324162E-2,2.862328053E0,9.255730361E-2
3.894861904E1,1.274360158E-2,2.880106688E0,1.073721498E-1
3.895863304E1,-4.180299491E-2,2.868722200E0,1.253018826E-1
3.896864704E1,-5.776826665E-2,2.859060287E0,1.348118037E-1
3.897866104E1,-5.350720882E-2,2.862409353E0,1.482525021E-1
3.898867404E1,-3.366538882E-2,2.858729839E0,1.488493234E-1
3.899868804E1,-6.530973595E-3,2.864335060E0,1.366549730E-1
3.900870204E1,3.304910287E-2,2.870023489E0,1.080681011E-1
3.901871604E1,9.077604860E-2,2.852881670E0,7.180330157E-2
3.902872904E1,1.540146321E-1,2.802364349E0,5.316352472E-2
3.903874304E1,2.260491401E-1,2.695000648E0,4.711708426E-2
3.904875704E1,3.070257008E-1,2.513445139E0,6.328488886E-2
3.905877104E1,3.822852969E-1,2.284383059E0,9.159401804E-2
3.906878504E1,4.530154467E-1,2.040007591E0,1.272231191E-1
3.907879804E1,5.065894723E-1,1.783097625E0,1.636442393E-1
3.908881204E1,5.118314028E-1,1.565502167E0,1.732292026E-1
3.909882604E1,4.662317038E-1,1.427167177E0,1.700408608E-1
3.910884017E1,3.721493483E-1,1.333349705E0,1.565202922E-1
3.911885317E1,2.482878566E-1,1.269392490E0,1.140258312E-1
3.912886717E1,1.105272248E-1,1.172603846E0,6.052612513E-2
3.913888117E1,1.058891695E-2,1.014684439E0,4.026896320E-3
3.914889517E1,-4.249171540E-2,8.144704103E-1,-3.564674407E-2
3.915890917E1,-5.004124343E-2,5.789310932E-1,-4.497766122E-2
3.916892217E1,-2.033360489E-2,3.107740879E-1,-3.402728960E-2
3.917893617E1,3.800187260E-2,1.180337369E-2,-1.418674178E-2
3.918895017E1,1.033966690E-1,-3.305676579E-1,1.087491773E-2
3.919896417E1,1.696318835E-1,-7.098755836E-1,1.986521855E-2
3.920897717E1,2.228201032E-1,-1.107371926E0,2.079995722E-2
3.921899117E1,2.575557232E-1,-1.474115372E0,4.133096430E-3
3.922900517E1,2.775345147E-1,-1.792268038E0,-1.838552952E-2
3.923901917E1,2.796868682E-1,-2.036192179E0,-5.462715775E-2
3.924903317E1,2.703475058E-1,-2.217885494E0,-1.015741006E-1
3.925904617E1,2.383555025E-1,-2.364040136E0,-1.522010565E-1
3.926906017E1,1.858669668E-1,-2.482147694E0,-1.963808537E-1
3.927907417E1,1.364325732E-1,-2.563601255E0,-2.053567767E-1
3.928908817E1,7.875780016E-2,-2.647568703E0,-1.802478880E-1
3.929910117E1,4.646217823E-2,-2.728462696E0,-1.530759335E-1
3.930911517E1,5.029636621E-2,-2.785690784E0,-1.395401657E-1
3.931912917E1,6.144595519E-2,-2.830983162E0,-1.354737729E-1
3.932914317E1,9.187338501E-2,-2.851102829E0,-1.409603804E-1
3.933915717E1,1.379221082E-1,-2.876565695E0,-1.533352882E-1
3.934917017E1,2.004953623E-1,-2.926919937E0,-1.739729792E-1
3.935918417E1,2.702347636E-1,-3.013787985E0,-1.905815154E-1
3.936919817E1,3.216980398E-1,-3.128170729E0,-1.953216344E-1
3.937921217E1,3.702887595E-1,-3.259238720E0,-1.909388751E-1
3.938922517E1,4.050554633E-1,-3.391933441E0,-1.978311092E-1
3.939923917E1,4.085351527E-1,-3.491947174E0,-2.043438703E-1
3.940925317E1,3.711988330E-1,-3.552780390E0,-2.132476866E-1
3.941926717E1,2.986796200E-1,-3.599366426E0,-2.169726491E-1
3.942928117E1,2.105101198E-1,-3.635704756E0,-2.212151140E-1
3.943929417E1,1.199538633E-1,-3.695214272E0,-2.154946327E-1
3.944930817E1,3.189596534E-2,-3.765170813E0,-2.021082193E-1
3.945932217E1,-3.838884830E-2,-3.807215214E0,-1.823534220E-1
3.946933617E1,-9.832219779E-2,-3.834046125E0,-1.558962315E-1
3.947934917E1,-1.359433383E-1,-3.880384684E0,-1.356918961E-1
3.948936317E1,-1.551577747E-1,-3.923141241E0,-1.096352637E-1
3.949937717E1,-1.583218873E-1,-3.882179260E0,-7.696760446E-2
3.950939117E1,-1.799066365E-1,-3.770475864E0,-5.378525332E-2
3.951940517E1,-2.187469751E-1,-3.604918242E0,-6.093664095E-2
3.952941817E1,-2.758631706E-1,-3.424261093E0,-8.215514570E-2
3.953943217E1,-3.251641393E-1,-3.180638552E0,-9.330819547E-2
3.954944617E1,-3.547169268E-1,-2.895052671E0,-9.540145844E-2
3.955946017E1,-3.678233922E-1,-2.565874577E0,-8.232427388E-2
3.956947317E1,-3.574644327E-1,-2.215287685E0,-5.283695087E-2
3.957948717E1,-3.281430304E-1,-1.864985824E0,-1.176141854E-2
3.958950117E1,-2.863425910E-1,-1.513871074E0,4.449921101E-2
3.959951517E1,-2.532088757E-1,-1.163247824E0,1.165278628E-1
3.960952917E1,-2.181623429E-1,-7.914816737E-1,1.988000572E-1
3.961954217E1,-1.985726655E-1,-4.296861589E-1,2.712388337E-1
3.962955617E1,-1.789119691E-1,-6.419012696E-2,3.283751309E-1
3.963957017E1,-1.549890637E-1,2.862160802E-1,3.563180864E-1
3.964958417E1,-1.211344153E-1,6.237872243E-1,3.610579669E-1
3.965959717E1,-6.353891641E-2,9.465621710E-1,3.348782659E-1
3.966961117E1,1.035511401E-2,1.222277641E0,2.856318951E-1
3.967962517E1,8.535718918E-2,1.459459782E0,2.270873487E-1
3.968963917E1,1.506287456E-1,1.647604585E0,1.770189255E-1
3.969965317E1,1.851358563E-1,1.774284244E0,1.488365531E-1
3.970966617E1,1.864044666E-1,1.821068525E0,1.177491695E-1
3.971968017E1,1.525098830E-1,1.808826804E0,1.033939347E-1
3.972969417E1,9.532276541E-2,1.755379319E0,1.165267751E-1
3.973970817E1,1.126913819E-2,1.619703531E0,1.712811142E-1
3.974972117E1,-1.039886400E-1,1.468764186E0,2.486105114E-1
3.975973517E1,-2.221565545E-1,1.288971782E0,3.145027161E-1
3.976974917E1,-3.316500187E-1,1.120571256E0,3.425450027E-1
3.977976317E1,-4.090902209E-1,9.386430383E-1,3.219752908E-1
3.978977717E1,-4.357206225E-1,7.903928757E-1,2.818536758E-1
3.979979017E1,-4.095361531E-1,6.924591064E-1,2.382758260E-1
3.980980417E1,-3.458072245E-1,6.685007215E-1,1.792029142E-1
3.981981817E1,-2.653789520E-1,7.479204535E-1,1.005283520E-1
3.982983217E1,-1.891417205E-1,8.869249225E-1,3.434552811E-3
3.983984517E1,-1.143958345E-1,1.035312295E0,-9.280649573E-2
3.984985917E1,-4.857052118E-2,1.160677433E0,-1.615381539E-1
3.985987317E1,5.203229375E-3,1.230042577E0,-1.790513694E-1
3.986988717E1,5.567746237E-2,1.261332035E0,-1.562016457E-1
3.987990117E1,7.004708052E-2,1.246059299E0,-1.051368713E-1
3.988991417E1,4.252658039E-2,1.190302610E0,-5.129476637E-2
3.989992817E1,-4.282560199E-2,1.135192990E0,-2.950401977E-3
3.990994217E1,-1.418358535E-1,1.137603641E0,2.887047455E-2
3.991995617E1,-2.499460727E-1,1.148220420E0,2.933785878E-2
3.992996917E1,-3.506683409E-1,1.152758002E0,-1.240935735E-2
3.993998317E1,-4.236376286E-1,1.154075503E0,-8.310616761E-2
3.994999717E1,-4.775545299E-1,1.152179956E0,-1.578901112E-1
3.996001117E1,-5.038082004E-1,1.148438811E0,-2.187566608E-1
3.997002517E1,-4.908523262E-1,1.121514440E0,-2.427517474E-1
3.998003817E1,-4.606166482E-1,1.112817049E0,-2.362584323E-1
3.999005217E1,-4.137693644E-1,1.131722689E0,-2.196624279E-1
4.000006617E1,-3.627160490E-1,1.165992498E0,-2.142271847E-1
4.001008017E1,-3.316683173E-1,1.218182325E0,-2.194962204E-1
4.002009317E1,-3.049578667E-1,1.257322788E0,-2.405426502E-1
4.003010717E1,-2.765755057E-1,1.267306566E0,-2.570012510E-1
4.004012117E1,-2.494259030E-1,1.241909266E0,-2.512309849E-1
4.005013517E1,-2.242933959E-1,1.172765017E0,-2.144993246E-1
4.006014917E1,-2.081455886E-1,1.078141093E0,-1.511368603E-1
4.007016217E1,-2.122718543E-1,9.872750044E-1,-7.499442250E-2
4.008017617E1,-2.451416552E-1,9.172676802E-1,-1.316780224E-2
4.009019017E1,-2.821340859E-1,8.754660487E-1,7.606956176E-3
4.010020417E1,-3.086360097E-1,8.357524872E-1,-4.176732153E-3
4.011021679E1,-3.029610217E-1,7.804635763E-1,-3.607606143E-2
4.012023079E1,-2.602878809E-1,6.731863618E-1,-7.220291346E-2
4.013024479E1,-1.872025430E-1,5.117636919E-1,-9.112474322E-2
4.014025879E1,-9.297991544E-2,3.329603672E-1,-8.591932803E-2
4.015027279E1,-3.139701206E-3,1.543087512E-1,-5.524985492E-2
4.016028579E1,8.500240743E-2,-2.143457718E-2,-1.339215599E-2
4.017029979E1,1.428942084E-1,-1.680571735E-1,2.975379489E-2
4.018031379E1,1.748896986E-1,-2.881276608E-1,5.223007500E-2
4.019032779E1,1.797562093E-1,-3.894593716E-1,6.197408214E-2
4.020034179E1,1.735624969E-1,-4.423643947E-1,5.933382735E-2
4.021035479E1,1.478713900E-1,-4.718942940E-1,5.025294423E-2
4.022036879E1,1.200397611E-1,-4.905840755E-1,3.066406213E-2
4.023038279E1,9.045652300E-2,-4.646933377E-1,3.752585500E-3
4.024039679E1,6.993686408E-2,-4.311553538E-1,-4.615665227E-2
4.025040979E1,6.308934093E-2,-4.058362842E-1,-1.030543521E-1
4.026042379E1,7.841290534E-2,-3.714191914E-1,-1.477677673E-1
4.027043779E1,1.092386842E-1,-3.227503896E-1,-1.770603806E-1
4.028045179E1,1.481043249E-1,-2.409505993E-1,-1.895170510E-1
4.029046579E1,1.812036783E-1,-1.350638866E-1,-1.997995079E-1
4.030047879E1,2.084251791E-1,-3.852722421E-2,-2.123706937E-1
4.031049279E1,2.250375301E-1,3.320720047E-2,-2.204030156E-1
4.032050679E1,2.378175110E-1,6.826105714E-2,-2.246478349E-1
4.033052079E1,2.427438200E-1,7.121990621E-2,-2.303462178E-1
4.034053379E1,2.352392823E-1,3.664249182E-2,-2.377013266E-1
4.035054779E1,2.145825028E-1,-5.527013913E-3,-2.453276217E-1
4.036056179E1,1.824669093E-1,-2.051422000E-2,-2.539008558E-1
4.037057579E1,1.347078681E-1,-8.600340225E-4,-2.626171410E-1
4.038058979E1,9.719298035E-2,5.305832624E-2,-2.709592283E-1
4.039060279E1,4.159152135E-2,6.056806445E-2,-2.805944681E-1
4.040061679E1,-1.564198285E-1,-3.913882375E-2,-2.478173375E-1
